sld,tld,status,message
"wadi",".hidns.co","❌","undefined"
"wade",".hidns.co","❌","undefined"
"aria",".hidns.co","❌","undefined"
"arms",".hidns.co","❌","undefined"
"wail",".hidns.co","❌","undefined"
"army",".hidns.co","❌","undefined"
"atom",".hidns.co","❌","undefined"
"wait",".hidns.co","❌","undefined"
"wake",".hidns.co","❌","undefined"
"wale",".hidns.co","❌","undefined"
"aura",".hidns.co","❌","undefined"
"aunt",".hidns.co","❌","undefined"
"walk",".hidns.co","❌","undefined"
"auto",".hidns.co","❌","undefined"
"aver",".hidns.co","❌","undefined"
"wall",".hidns.co","❌","undefined"
"walt",".hidns.co","❌","undefined"
"avid",".hidns.co","❌","undefined"
"wand",".hidns.co","❌","undefined"
"wane",".hidns.co","❌","undefined"
"axis",".hidns.co","❌","undefined"
"baby",".hidns.co","❌","undefined"
"ward",".hidns.co","❌","undefined"
"bail",".hidns.co","❌","undefined"
"warm",".hidns.co","❌","undefined"
"ware",".hidns.co","❌","undefined"
"bait",".hidns.co","❌","undefined"
"bake",".hidns.co","❌","undefined"
"warn",".hidns.co","❌","undefined"
"wars",".hidns.co","❌","undefined"
"warp",".hidns.co","❌","undefined"
"wart",".hidns.co","❌","undefined"
"wary",".hidns.co","❌","undefined"
"wash",".hidns.co","❌","undefined"
"ball",".hidns.co","❌","undefined"
"bald",".hidns.co","❌","undefined"
"wasp",".hidns.co","❌","undefined"
"watt",".hidns.co","❌","undefined"
"band",".hidns.co","❌","undefined"
"wave",".hidns.co","❌","undefined"
"bang",".hidns.co","❌","undefined"
"wavy",".hidns.co","❌","undefined"
"ways",".hidns.co","❌","undefined"
"waxy",".hidns.co","❌","undefined"
"weak",".hidns.co","❌","undefined"
"weal",".hidns.co","❌","undefined"
"wean",".hidns.co","❌","undefined"
"bank",".hidns.co","❌","undefined"
"snow",".hidns.co","❌","undefined"
"wear",".hidns.co","❌","undefined"
"rods",".hidns.co","❌","undefined"
"bare",".hidns.co","❌","undefined"
"zap",".hidns.co","❌","undefined"
"zed",".hidns.co","❌","undefined"
"weds",".hidns.co","❌","undefined"
"weed",".hidns.co","❌","undefined"
"week",".hidns.co","❌","undefined"
"weep",".hidns.co","❌","undefined"
"weft",".hidns.co","❌","undefined"
"roil",".hidns.co","❌","undefined"
"bark",".hidns.co","❌","undefined"
"role",".hidns.co","❌","undefined"
"weir",".hidns.co","❌","undefined"
"base",".hidns.co","❌","undefined"
"bass",".hidns.co","❌","undefined"
"bath",".hidns.co","❌","undefined"
"weld",".hidns.co","❌","undefined"
"wend",".hidns.co","❌","undefined"
"welt",".hidns.co","❌","undefined"
"wept",".hidns.co","❌","undefined"
"bats",".hidns.co","❌","undefined"
"bawl",".hidns.co","❌","undefined"
"bean",".hidns.co","❌","undefined"
"bear",".hidns.co","❌","undefined"
"sear",".hidns.vip","❌","undefined"
"seas",".hidns.vip","❌","undefined"
"beat",".hidns.co","❌","undefined"
"west",".hidns.co","❌","undefined"
"wham",".hidns.co","❌","undefined"
"whee",".hidns.co","❌","undefined"
"whet",".hidns.co","❌","undefined"
"whew",".hidns.co","❌","undefined"
"beau",".hidns.co","❌","undefined"
"whig",".hidns.co","❌","undefined"
"whey",".hidns.co","❌","undefined"
"beck",".hidns.co","❌","undefined"
"beef",".hidns.co","❌","undefined"
"whip",".hidns.co","❌","undefined"
"bell",".hidns.co","❌","undefined"
"glee",".hidns.co","❌","undefined"
"whir",".hidns.co","❌","undefined"
"whit",".hidns.co","❌","undefined"
"whoa",".hidns.co","❌","undefined"
"bend",".hidns.co","❌","undefined"
"belt",".hidns.co","❌","undefined"
"whom",".hidns.co","❌","undefined"
"whop",".hidns.co","❌","undefined"
"bent",".hidns.co","❌","undefined"
"wick",".hidns.co","❌","undefined"
"whys",".hidns.co","❌","undefined"
"berg",".hidns.co","❌","undefined"
"rid",".hidns.co","❌","undefined"
"wide",".hidns.co","❌","undefined"
"wife",".hidns.co","❌","undefined"
"wild",".hidns.co","❌","undefined"
"wilt",".hidns.co","❌","undefined"
"wily",".hidns.co","❌","undefined"
"bide",".hidns.co","❌","undefined"
"bias",".hidns.co","❌","undefined"
"wind",".hidns.co","❌","undefined"
"sand",".hidns.co","❌","undefined"
"bike",".hidns.co","❌","undefined"
"wing",".hidns.co","❌","undefined"
"wine",".hidns.co","❌","undefined"
"bile",".hidns.co","❌","undefined"
"wink",".hidns.co","❌","undefined"
"wins",".hidns.co","❌","undefined"
"wino",".hidns.co","❌","undefined"
"wipe",".hidns.co","❌","undefined"
"wire",".hidns.co","❌","undefined"
"book",".hidns.co","❌","undefined"
"boon",".hidns.co","❌","undefined"
"boom",".hidns.co","❌","undefined"
"wiry",".hidns.co","❌","undefined"
"boot",".hidns.co","❌","undefined"
"wise",".hidns.co","❌","undefined"
"wish",".hidns.co","❌","undefined"
"wisp",".hidns.co","❌","undefined"
"wits",".hidns.co","❌","undefined"
"woes",".hidns.co","❌","undefined"
"womb",".hidns.co","❌","undefined"
"wolf",".hidns.co","❌","undefined"
"wont",".hidns.co","❌","undefined"
"wood",".hidns.co","❌","undefined"
"boss",".hidns.co","❌","undefined"
"bowl",".hidns.co","❌","undefined"
"bout",".hidns.co","❌","undefined"
"brad",".hidns.co","❌","undefined"
"woof",".hidns.co","❌","undefined"
"wool",".hidns.co","❌","undefined"
"word",".hidns.co","❌","undefined"
"wore",".hidns.co","❌","undefined"
"worm",".hidns.co","❌","undefined"
"worn",".hidns.co","❌","undefined"
"wove",".hidns.co","❌","undefined"
"wrap",".hidns.co","❌","undefined"
"ties",".hidns.co","❌","undefined"
"brae",".hidns.co","❌","undefined"
"bran",".hidns.co","❌","undefined"
"brat",".hidns.co","❌","undefined"
"bray",".hidns.co","❌","undefined"
"late",".hidns.co","❌","undefined"
"writ",".hidns.co","❌","undefined"
"wry",".hidns.co","❌","undefined"
"yack",".hidns.co","❌","undefined"
"yaks",".hidns.co","❌","undefined"
"yale",".hidns.co","❌","undefined"
"yam",".hidns.co","❌","undefined"
"bred",".hidns.co","❌","undefined"
"yang",".hidns.co","❌","undefined"
"slay",".hidns.vip","❌","undefined"
"brew",".hidns.co","❌","undefined"
"brie",".hidns.co","❌","undefined"
"yank",".hidns.co","❌","undefined"
"sled",".hidns.vip","❌","undefined"
"yaps",".hidns.co","❌","undefined"
"yard",".hidns.co","❌","undefined"
"yarn",".hidns.co","❌","undefined"
"yawl",".hidns.co","❌","undefined"
"yawn",".hidns.co","❌","undefined"
"yeah",".hidns.co","❌","undefined"
"menu",".hidns.co","❌","undefined"
"brig",".hidns.co","❌","undefined"
"yell",".hidns.co","❌","undefined"
"yeas",".hidns.co","❌","undefined"
"yelp",".hidns.co","❌","undefined"
"yens",".hidns.co","❌","undefined"
"yeti",".hidns.co","❌","undefined"
"yews",".hidns.co","❌","undefined"
"yips",".hidns.co","❌","undefined"
"yoga",".hidns.co","❌","undefined"
"yogi",".hidns.co","❌","undefined"
"yoke",".hidns.co","❌","undefined"
"yolk",".hidns.co","❌","undefined"
"brim",".hidns.co","❌","undefined"
"yore",".hidns.co","❌","undefined"
"mere",".hidns.co","❌","undefined"
"mesa",".hidns.co","❌","undefined"
"yowl",".hidns.co","❌","undefined"
"yuan",".hidns.co","❌","undefined"
"yule",".hidns.co","❌","undefined"
"zany",".hidns.co","❌","undefined"
"zeal",".hidns.co","❌","undefined"
"zero",".hidns.co","❌","undefined"
"zest",".hidns.co","❌","undefined"
"zinc",".hidns.co","❌","undefined"
"zing",".hidns.co","❌","undefined"
"zips",".hidns.co","❌","undefined"
"ties",".hidns.vip","❌","undefined"
"tiff",".hidns.vip","❌","undefined"
"zone",".hidns.co","❌","undefined"
"gran",".hidns.vip","❌","undefined"
"gray",".hidns.vip","❌","undefined"
"grew",".hidns.vip","❌","undefined"
"grey",".hidns.vip","❌","undefined"
"grid",".hidns.vip","❌","undefined"
"grim",".hidns.vip","❌","undefined"
"grin",".hidns.vip","❌","undefined"
"mesh",".hidns.co","❌","undefined"
"grip",".hidns.vip","❌","undefined"
"grit",".hidns.vip","❌","undefined"
"gulf",".hidns.vip","❌","undefined"
"grub",".hidns.vip","❌","undefined"
"tile",".hidns.vip","❌","undefined"
"gulp",".hidns.vip","❌","undefined"
"gums",".hidns.vip","❌","undefined"
"guns",".hidns.vip","❌","undefined"
"guru",".hidns.vip","❌","undefined"
"gush",".hidns.vip","❌","undefined"
"gust",".hidns.vip","❌","undefined"
"till",".hidns.vip","❌","undefined"
"hack",".hidns.vip","❌","undefined"
"tilt",".hidns.vip","❌","undefined"
"hail",".hidns.vip","❌","undefined"
"haft",".hidns.vip","❌","undefined"
"hair",".hidns.vip","❌","undefined"
"hale",".hidns.vip","❌","undefined"
"hall",".hidns.vip","❌","undefined"
"halt",".hidns.vip","❌","undefined"
"hang",".hidns.vip","❌","undefined"
"hank",".hidns.vip","❌","undefined"
"tine",".hidns.vip","❌","undefined"
"hare",".hidns.vip","❌","undefined"
"hark",".hidns.vip","❌","undefined"
"harm",".hidns.vip","❌","undefined"
"ting",".hidns.vip","❌","undefined"
"harp",".hidns.vip","❌","undefined"
"hash",".hidns.vip","❌","undefined"
"tins",".hidns.vip","❌","undefined"
"hasp",".hidns.vip","❌","undefined"
"hate",".hidns.vip","❌","undefined"
"haul",".hidns.vip","❌","undefined"
"mess",".hidns.co","❌","undefined"
"togo",".hidns.vip","❌","undefined"
"hawk",".hidns.vip","❌","undefined"
"toil",".hidns.vip","❌","undefined"
"heck",".hidns.vip","❌","undefined"
"heed",".hidns.vip","❌","undefined"
"heel",".hidns.vip","❌","undefined"
"heir",".hidns.vip","❌","undefined"
"hell",".hidns.vip","❌","undefined"
"helm",".hidns.vip","❌","undefined"
"mice",".hidns.co","❌","undefined"
"toll",".hidns.vip","❌","undefined"
"herb",".hidns.vip","❌","undefined"
"tomb",".hidns.vip","❌","undefined"
"tome",".hidns.vip","❌","undefined"
"herd",".hidns.vip","❌","undefined"
"midi",".hidns.co","❌","undefined"
"hero",".hidns.vip","❌","undefined"
"mike",".hidns.co","❌","undefined"
"hers",".hidns.vip","❌","undefined"
"mien",".hidns.co","❌","undefined"
"stun",".hidns.vip","❌","undefined"
"mild",".hidns.co","❌","undefined"
"mile",".hidns.co","❌","undefined"
"tone",".hidns.vip","❌","undefined"
"hide",".hidns.vip","❌","undefined"
"hike",".hidns.vip","❌","undefined"
"hill",".hidns.vip","❌","undefined"
"milk",".hidns.co","❌","undefined"
"hilt",".hidns.vip","❌","undefined"
"hind",".hidns.vip","❌","undefined"
"mill",".hidns.co","❌","undefined"
"mime",".hidns.co","❌","undefined"
"hint",".hidns.vip","❌","undefined"
"mina",".hidns.co","❌","undefined"
"mind",".hidns.co","❌","undefined"
"hire",".hidns.vip","❌","undefined"
"hiss",".hidns.vip","❌","undefined"
"hive",".hidns.vip","❌","undefined"
"hoax",".hidns.vip","❌","undefined"
"hob",".hidns.vip","❌","undefined"
"hock",".hidns.vip","❌","undefined"
"mine",".hidns.co","❌","undefined"
"mini",".hidns.co","❌","undefined"
"mink",".hidns.co","❌","undefined"
"mint",".hidns.co","❌","undefined"
"mire",".hidns.co","❌","undefined"
"hole",".hidns.vip","❌","undefined"
"holy",".hidns.vip","❌","undefined"
"miss",".hidns.co","❌","undefined"
"hone",".hidns.vip","❌","undefined"
"mist",".hidns.co","❌","undefined"
"mite",".hidns.co","❌","undefined"
"hood",".hidns.vip","❌","undefined"
"mitt",".hidns.co","❌","undefined"
"moan",".hidns.co","❌","undefined"
"hook",".hidns.vip","❌","undefined"
"moat",".hidns.co","❌","undefined"
"hoop",".hidns.vip","❌","undefined"
"hoot",".hidns.vip","❌","undefined"
"mock",".hidns.co","❌","undefined"
"mode",".hidns.co","❌","undefined"
"mold",".hidns.co","❌","undefined"
"mole",".hidns.co","❌","undefined"
"molt",".hidns.co","❌","undefined"
"horn",".hidns.vip","❌","undefined"
"monk",".hidns.co","❌","undefined"
"cast",".hidns.co","❌","undefined"
"hose",".hidns.vip","❌","undefined"
"host",".hidns.vip","❌","undefined"
"moon",".hidns.co","❌","undefined"
"moor",".hidns.co","❌","undefined"
"moot",".hidns.co","❌","undefined"
"cave",".hidns.co","❌","undefined"
"mope",".hidns.co","❌","undefined"
"morn",".hidns.co","❌","undefined"
"deal",".hidns.co","❌","undefined"
"hove",".hidns.vip","❌","undefined"
"moss",".hidns.co","❌","undefined"
"howl",".hidns.vip","❌","undefined"
"hues",".hidns.vip","❌","undefined"
"deep",".hidns.co","❌","undefined"
"hull",".hidns.vip","❌","undefined"
"moth",".hidns.co","❌","undefined"
"cease",".hidns.co","❌","undefined"
"mown",".hidns.co","❌","undefined"
"den",".hidns.co","❌","undefined"
"slay",".hidns.co","❌","undefined"
"muck",".hidns.co","❌","undefined"
"hump",".hidns.vip","❌","undefined"
"sled",".hidns.co","❌","undefined"
"muff",".hidns.co","❌","undefined"
"mule",".hidns.co","❌","undefined"
"mull",".hidns.co","❌","undefined"
"mums",".hidns.co","❌","undefined"
"cell",".hidns.co","❌","undefined"
"murk",".hidns.co","❌","undefined"
"muse",".hidns.co","❌","undefined"
"cent",".hidns.co","❌","undefined"
"char",".hidns.co","❌","undefined"
"chap",".hidns.co","❌","undefined"
"hung",".hidns.vip","❌","undefined"
"mush",".hidns.co","❌","undefined"
"musk",".hidns.co","❌","undefined"
"sham",".hidns.vip","❌","undefined"
"mute",".hidns.co","❌","undefined"
"mutt",".hidns.co","❌","undefined"
"myth",".hidns.co","❌","undefined"
"nabs",".hidns.co","❌","undefined"
"nail",".hidns.co","❌","undefined"
"dig",".hidns.co","❌","undefined"
"chat",".hidns.co","❌","undefined"
"shaw",".hidns.vip","❌","undefined"
"shed",".hidns.vip","❌","undefined"
"nape",".hidns.co","❌","undefined"
"naps",".hidns.co","❌","undefined"
"nard",".hidns.co","❌","undefined"
"dip",".hidns.co","❌","undefined"
"nary",".hidns.co","❌","undefined"
"nash",".hidns.co","❌","undefined"
"nave",".hidns.co","❌","undefined"
"navy",".hidns.co","❌","undefined"
"neat",".hidns.co","❌","undefined"
"blur",".hidns.co","❌","undefined"
"piss",".hidns.vip","❌","undefined"
"neck",".hidns.co","❌","undefined"
"do",".hidns.co","❌","undefined"
"neil",".hidns.co","❌","undefined"
"nell",".hidns.co","❌","undefined"
"neon",".hidns.co","❌","undefined"
"nerd",".hidns.co","❌","undefined"
"nest",".hidns.co","❌","undefined"
"nets",".hidns.co","❌","undefined"
"boat",".hidns.co","❌","undefined"
"news",".hidns.co","❌","undefined"
"body",".hidns.co","❌","undefined"
"pita",".hidns.vip","❌","undefined"
"newt",".hidns.co","❌","undefined"
"bog",".hidns.co","❌","undefined"
"nice",".hidns.co","❌","undefined"
"nick",".hidns.co","❌","undefined"
"nigh",".hidns.co","❌","undefined"
"nits",".hidns.co","❌","undefined"
"nips",".hidns.co","❌","undefined"
"node",".hidns.co","❌","undefined"
"nods",".hidns.co","❌","undefined"
"boil",".hidns.co","❌","undefined"
"bold",".hidns.co","❌","undefined"
"noel",".hidns.co","❌","undefined"
"pits",".hidns.vip","❌","undefined"
"noir",".hidns.co","❌","undefined"
"none",".hidns.co","❌","undefined"
"nook",".hidns.co","❌","undefined"
"bolt",".hidns.co","❌","undefined"
"noon",".hidns.co","❌","undefined"
"norm",".hidns.co","❌","undefined"
"nose",".hidns.co","❌","undefined"
"note",".hidns.co","❌","undefined"
"noun",".hidns.co","❌","undefined"
"bomb",".hidns.co","❌","undefined"
"bond",".hidns.co","❌","undefined"
"bone",".hidns.co","❌","undefined"
"nova",".hidns.co","❌","undefined"
"nude",".hidns.co","❌","undefined"
"nuke",".hidns.co","❌","undefined"
"null",".hidns.co","❌","undefined"
"bong",".hidns.co","❌","undefined"
"numb",".hidns.co","❌","undefined"
"bonn",".hidns.co","❌","undefined"
"brio",".hidns.co","❌","undefined"
"nuts",".hidns.co","❌","undefined"
"brow",".hidns.co","❌","undefined"
"oafs",".hidns.co","❌","undefined"
"oars",".hidns.co","❌","undefined"
"oaks",".hidns.co","❌","undefined"
"buck",".hidns.co","❌","undefined"
"oath",".hidns.co","❌","undefined"
"buff",".hidns.co","❌","undefined"
"oats",".hidns.co","❌","undefined"
"obey",".hidns.co","❌","undefined"
"obit",".hidns.co","❌","undefined"
"ogle",".hidns.co","❌","undefined"
"oils",".hidns.co","❌","undefined"
"bulb",".hidns.co","❌","undefined"
"bulk",".hidns.co","❌","undefined"
"oink",".hidns.co","❌","undefined"
"bull",".hidns.co","❌","undefined"
"okay",".hidns.co","❌","undefined"
"okra",".hidns.co","❌","undefined"
"bump",".hidns.co","❌","undefined"
"bunk",".hidns.co","❌","undefined"
"oleo",".hidns.co","❌","undefined"
"bunt",".hidns.co","❌","undefined"
"buoy",".hidns.co","❌","undefined"
"omen",".hidns.co","❌","undefined"
"omit",".hidns.co","❌","undefined"
"once",".hidns.co","❌","undefined"
"burg",".hidns.co","❌","undefined"
"ones",".hidns.co","❌","undefined"
"burn",".hidns.co","❌","undefined"
"burr",".hidns.co","❌","undefined"
"burp",".hidns.co","❌","undefined"
"bury",".hidns.co","❌","undefined"
"bush",".hidns.co","❌","undefined"
"bust",".hidns.co","❌","undefined"
"buzz",".hidns.co","❌","undefined"
"cabs",".hidns.co","❌","undefined"
"cage",".hidns.co","❌","undefined"
"onus",".hidns.co","❌","undefined"
"cake",".hidns.co","❌","undefined"
"opal",".hidns.co","❌","undefined"
"calf",".hidns.co","❌","undefined"
"opts",".hidns.co","❌","undefined"
"calm",".hidns.co","❌","undefined"
"cans",".hidns.co","❌","undefined"
"cane",".hidns.co","❌","undefined"
"card",".hidns.co","❌","undefined"
"carl",".hidns.co","❌","undefined"
"cart",".hidns.co","❌","undefined"
"case",".hidns.co","❌","undefined"
"cash",".hidns.co","❌","undefined"
"chef",".hidns.co","❌","undefined"
"chin",".hidns.co","❌","undefined"
"chip",".hidns.co","❌","undefined"
"chop",".hidns.co","❌","undefined"
"chow",".hidns.co","❌","undefined"
"cite",".hidns.co","❌","undefined"
"opus",".hidns.co","❌","undefined"
"clad",".hidns.co","❌","undefined"
"seen",".hidns.vip","❌","undefined"
"clam",".hidns.co","❌","undefined"
"clan",".hidns.co","❌","undefined"
"clap",".hidns.co","❌","undefined"
"sees",".hidns.vip","❌","undefined"
"claw",".hidns.co","❌","undefined"
"self",".hidns.vip","❌","undefined"
"clay",".hidns.co","❌","undefined"
"clip",".hidns.co","❌","undefined"
"clog",".hidns.co","❌","undefined"
"clop",".hidns.co","❌","undefined"
"clot",".hidns.co","❌","undefined"
"club",".hidns.co","❌","undefined"
"sent",".hidns.vip","❌","undefined"
"sets",".hidns.vip","❌","undefined"
"clue",".hidns.co","❌","undefined"
"coal",".hidns.co","❌","undefined"
"coat",".hidns.co","❌","undefined"
"code",".hidns.co","❌","undefined"
"cock",".hidns.co","❌","undefined"
"sewn",".hidns.vip","❌","undefined"
"shag",".hidns.vip","❌","undefined"
"coin",".hidns.co","❌","undefined"
"shew",".hidns.vip","❌","undefined"
